index,小区名称,所在区域,总价,总价单位,单价,单价单位,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限
1379,小红庙,西城 广安门 二至三环,580,万,89094,元/平米,1986年建/板楼,2室1厅1厨1卫,顶层 (共6层),65.1㎡,东 西,精装,一梯两户,无,70年
1380,辟才胡同42号院,西城 金融街 二环内,1030,万,135171,元/平米,1954年建/板楼,3室1厅1厨1卫,中楼层 (共5层),76.2㎡,东 南 北,简装,一梯三户,无,70年
1381,中信锦园,西城 陶然亭 二环内,1320,万,135053,元/平米,2009年建/板塔结合,2室1厅1厨1卫,高楼层 (共18层),97.74㎡,东 西,精装,两梯三户,有,70年
1382,裕中西里,西城 马甸 三至四环,825,万,125190,元/平米,1989年建/板楼,2室1厅1厨1卫,顶层 (共6层),65.9㎡,南 北,简装,一梯三户,无,70年
1383,裕中西里,西城 马甸 三至四环,898,万,136061,元/平米,1989年建/板楼,2室1厅1厨1卫,中楼层 (共6层),66㎡,南 北,简装,一梯三户,无,70年
1384,信建里小区,西城 右安门内 二环内,670,万,100828,元/平米,2000年建/板楼,1室1厅1厨1卫,中楼层 (共6层),66.45㎡,南 北,简装,一梯两户,无,70年
1385,荣丰2008,西城 广安门 二至三环,464.5,万,134638,元/平米,2005年建/塔楼,1室1厅1厨1卫,低楼层 (共10层),34.5㎡,西南,简装,三梯三十九户,有,70年
1386,裕中东里,西城 马甸 三至四环,960,万,135402,元/平米,1995年建/板楼,2室1厅1厨1卫,中楼层 (共7层),70.9㎡,东 西,简装,一梯两户,无,70年
1387,平原里小区,西城 牛街 二环内,530,万,120565,元/平米,1999年建/板楼,1室1厅1厨1卫,中楼层 (共9层),43.96㎡,南 北,简装,两梯两户,有,70年
1388,马甸南村,西城 马甸 二至三环,920,万,144428,元/平米,1990年建/塔楼,2室1厅1厨1卫,中楼层 (共20层),63.7㎡,西北,简装,两梯八户,有,70年
1389,大六部口,西城 西单 二环内,800,万,140351,元/平米,1990年建/板楼,2室1厅1厨1卫,顶层 (共6层),57㎡,南 北,简装,一梯三户,无,70年
1390,西豪逸景,西城 广安门 二至三环,650,万,89471,元/平米,2002年建/塔楼,2室1厅1厨1卫,低楼层 (共28层),72.65㎡,东,简装,三梯十三户,有,70年
1391,建功北里,西城 白纸坊 二环内,490,万,81886,元/平米,1997年建/板楼,1室1厅1厨1卫,顶层 (共6层),59.84㎡,东,简装,一梯三户,无,70年
1392,红莲中里,西城 马连道 二至三环,510,万,96500,元/平米,1989年建/板楼,2室1厅1厨1卫,高楼层 (共6层),52.85㎡,南,精装,一梯三户,无,70年
1393,白纸坊西街6号院,西城 右安门内 二环内,720,万,109958,元/平米,1991年建/板楼,2室1厅1厨1卫,中楼层 (共13层),65.48㎡,南 北,简装,两梯十二户,有,70年
1394,红居斜街,西城 广安门 二至三环,590,万,91403,元/平米,1990年建/板楼,2室1厅1厨1卫,顶层 (共6层),64.55㎡,东 西,毛坯,一梯三户,无,70年
1395,南横西街,西城 牛街 二环内,680,万,98866,元/平米,1985年建/板楼,3室1厅1厨1卫,中楼层 (共6层),68.78㎡,南 北,简装,一梯两户,无,70年
1396,四合上院,西城 宣武门 二环内,898,万,145591,元/平米,2010年建/板塔结合,1室0厅1厨1卫,低楼层 (共16层),61.68㎡,南,精装,一梯三户,有,70年
1397,南纬路2号院,西城 陶然亭 二环内,750,万,110865,元/平米,1991年建/板楼,2室1厅1厨1卫,中楼层 (共6层),67.65㎡,南 西 北,简装,一梯三户,无,70年
1398,牛街东里,西城 牛街 二环内,490,万,89629,元/平米,1999年建/塔楼,1室1厅1厨1卫,低楼层 (共20层),54.67㎡,南,简装,三梯十二户,有,70年
1399,马连道中街,西城 马连道 二至三环,520,万,96422,元/平米,1984年建/板楼,2室1厅1厨1卫,顶层 (共6层),53.93㎡,南 北,其他,一梯三户,无,70年
1400,锦上国际公寓,西城 长椿街 二环内,510,万,72889,元/平米,2007年建/塔楼,1室1厅1厨2卫,中楼层 (共16层),69.97㎡,北,精装,五梯二十五户,有,70年
1401,广信嘉园,西城 长椿街 二环内,960,万,86604,元/平米,2002年建/塔楼,2室1厅1厨2卫,中楼层 (共16层),110.85㎡,西南,精装,两梯六户,有,70年
1402,裕中东里,西城 马甸 三至四环,750,万,138377,元/平米,1995年建/板楼,2室1厅1厨1卫,顶层 (共7层),54.2㎡,东 西,简装,一梯两户,无,70年
1403,平原里小区,西城 牛街 二环内,798,万,98071,元/平米,1999年建/板楼,2室1厅1厨2卫,顶层 (共9层),81.37㎡,南 北,精装,两梯两户,有,70年
1404,格调,西城 马连道 二至三环,760,万,94176,元/平米,2007年建/板塔结合,1室1厅1厨1卫,低楼层 (共23层),80.7㎡,南,简装,两梯六户,有,70年
1405,西豪逸景,西城 广安门 二至三环,460,万,82794,元/平米,2004年建/塔楼,1室0厅1厨1卫,低楼层 (共28层),55.56㎡,北,简装,三梯十二户,有,70年
1406,新外大街10号院,西城 马甸 二至三环,840,万,125187,元/平米,1963年建/板楼,2室1厅1厨1卫,顶层 (共5层),67.1㎡,南 北,精装,一梯三户,无,70年
1407,北欧印象,西城 马连道 二至三环,800,万,87175,元/平米,2003年建/塔楼,2室1厅1厨1卫,中楼层 (共25层),91.77㎡,西 南,精装,三梯十户,有,70年
1408,新明胡同,西城 马甸 二至三环,760,万,166667,元/平米,1989年建/塔楼,1室1厅1厨1卫,顶层 (共18层),45.6㎡,南,精装,两梯六户,有,70年
1409,广华轩,西城 广安门 二至三环,1198,万,79465,元/平米,1999年建/塔楼,3室1厅1厨2卫,中楼层 (共24层),150.76㎡,西南 北,精装,四梯十户,有,70年
1410,国电中兴家园,西城 月坛 二至三环,1300,万,122296,元/平米,1999年建/塔楼,3室1厅1厨1卫,中楼层 (共18层),106.3㎡,东南 北,简装,两梯八户,有,70年
1411,融泽府,西城 木樨地 二至三环,4500,万,155173,元/平米,2007年建/板塔结合,3室2厅1厨3卫,低楼层 (共14层),290㎡,南 北,精装,两梯三户,有,70年
1412,三里河东路甲8号院,西城 月坛 二至三环,1588,万,145555,元/平米,1996年建/塔楼,3室1厅1厨1卫,低楼层 (共16层),109.1㎡,南 北,简装,两梯十三户,有,70年
1413,西便门东里,西城 木樨地 二至三环,760,万,92967,元/平米,1984年建/塔楼,3室1厅1厨1卫,低楼层 (共16层),81.75㎡,西北,简装,两梯七户,有,70年
1414,骡马市大街,西城 陶然亭 二环内,964,万,108952,元/平米,1980年建/塔楼,3室1厅1厨1卫,低楼层 (共18层),88.48㎡,西南,精装,两梯七户,有,70年
1415,信德园,西城 菜户营 二至三环,1058,万,75057,元/平米,2002年建/板塔结合,3室2厅1厨2卫,中楼层 (共12层),140.96㎡,东北,精装,一梯三户,有,70年
1416,榆树馆西里,西城 车公庄 二至三环,1185,万,121664,元/平米,1987年建/塔楼,3室1厅1厨1卫,高楼层 (共18层),97.4㎡,南 西 北,精装,两梯六户,有,70年
1417,双旗杆东里,西城 马甸 二至三环,861.9,万,130000,元/平米,1995年建/塔楼,2室1厅1厨1卫,中楼层 (共18层),66.3㎡,西南,其他,两梯十户,有,70年
1418,富力信然庭,西城 陶然亭 二环内,1550,万,142897,元/平米,2006年建/板楼,2室1厅1厨2卫,中楼层 (共7层),108.47㎡,南 北,精装,一梯两户,有,70年
1419,巴黎公寓,西城 月坛 二至三环,2212.8,万,85000,元/平米,2000年建/板楼,5室2厅1厨4卫,高楼层 (共6层),260.33㎡,南,其他,一梯三户,有,70年
1420,右安门内西街甲2号院,西城 右安门内 二环内,1600,万,93601,元/平米,2005年建/板楼,3室2厅1厨2卫,高楼层 (共6层),170.94㎡,南 北,其他,一梯两户,无,70年
1421,德胜里一区,西城 德胜门 二至三环,1120,万,141593,元/平米,1980年建/板楼,3室1厅1厨1卫,中楼层 (共5层),79.1㎡,南 北,简装,一梯三户,无,70年
1422,融泽府,西城 木樨地 二至三环,5455,万,160009,元/平米,2007年建/板塔结合,4室2厅1厨3卫,高楼层 (共16层),340.92㎡,南 北,其他,一梯两户,暂无数据,40年
1423,广安门小区,西城 广安门 二至三环,1100,万,77064,元/平米,未知年建/板楼,3室1厅1厨2卫,顶层 (共6层),142.74㎡,西 东,其他,一梯三户,无,70年
1424,新文化街,西城 金融街 二环内,1260,万,149467,元/平米,1989年建/塔楼,3室1厅1厨1卫,高楼层 (共18层),84.3㎡,东南,简装,两梯八户,有,70年
1425,远见名苑,西城 广安门 二至三环,1190,万,88608,元/平米,2004年建/塔楼,3室2厅1厨1卫,高楼层 (共24层),134.3㎡,东北,其他,两梯六户,有,70年
1426,马相西巷,西城 西直门 二环内,818,万,103023,元/平米,1983年建/板楼,3室1厅1厨1卫,顶层 (共6层),79.4㎡,东 南 西,简装,一梯三户,无,70年
1427,荣丰2008,西城 广安门 二至三环,445,万,140114,元/平米,2005年建/塔楼,1室1厅1厨1卫,高楼层 (共10层),31.76㎡,东,精装,三梯三十九户,有,70年
1428,西便门东里,西城 木樨地 二至三环,500,万,115634,元/平米,1979年建/板楼,2室1厅1厨1卫,顶层 (共6层),43.24㎡,南,精装,一梯三户,无,70年
1429,北京尊府,西城 金融街 二环内,1200,万,184332,元/平米,2010年建/塔楼,1室1厅1厨1卫,低楼层 (共14层),65.1㎡,西,精装,四梯二十户,有,70年
1430,月坛北街,西城 月坛 二至三环,620,万,122048,元/平米,1973年建/板楼,2室1厅1厨1卫,中楼层 (共5层),50.8㎡,南 北,精装,一梯三户,无,70年
1431,广安小区,西城 广安门 二至三环,1242,万,85922,元/平米,1996年建/板楼,3室2厅1厨2卫,中楼层 (共7层),144.55㎡,南 西 北,其他,一梯两户,暂无数据,40年
1432,荣丰2008,西城 广安门 二至三环,420,万,88329,元/平米,2007年建/塔楼,1室0厅1厨1卫,低楼层 (共16层),47.55㎡,东,简装,三梯二十五户,有,70年
1433,虎坊路小区,西城 陶然亭 二环内,750,万,101393,元/平米,1980年建/板楼,3室1厅1厨1卫,中楼层 (共6层),73.97㎡,东 西,精装,一梯三户,无,70年
1434,中信锦园,西城 陶然亭 二环内,1379,万,143886,元/平米,2009年建/板塔结合,2室1厅1厨1卫,中楼层 (共18层),95.84㎡,东南,精装,两梯四户,有,70年
1435,牛街18,西城 牛街 二环内,458,万,87976,元/平米,2005年建/塔楼,1室0厅1厨1卫,中楼层 (共24层),52.06㎡,北,精装,三梯十户,有,70年
1436,羊肉胡同120号院,西城 金融街 二环内,980,万,119805,元/平米,1990年建/板楼,3室1厅1厨1卫,顶层 (共6层),81.8㎡,东 南 北,精装,一梯四户,无,70年
1437,复兴门北大街,西城 月坛 二环内,798,万,125079,元/平米,1994年建/塔楼,2室1厅1厨1卫,低楼层 (共21层),63.8㎡,西南,其他,两梯八户,有,70年
1438,红山世家,西城 广安门 二至三环,1030,万,111823,元/平米,2011年建/板塔结合,2室1厅1厨1卫,低楼层 (共28层),92.11㎡,东 西,其他,两梯四户,有,70年
1439,新德街35号院,西城 德胜门 二至三环,1130,万,132319,元/平米,2000年建/板塔结合,2室2厅1厨1卫,中楼层 (共10层),85.4㎡,西北,其他,两梯三户,有,70年
1440,参政胡同19号院,西城 金融街 二环内,850,万,154265,元/平米,1986年建/板楼,2室1厅1厨1卫,高楼层 (共16层),55.1㎡,东 北,精装,两梯十二户,有,70年
1441,三义东里,西城 马连道 二至三环,420,万,107720,元/平米,1987年建/塔楼,1室1厅1厨1卫,中楼层 (共16层),38.99㎡,南,精装,一梯九户,有,70年
1442,育新街,西城 右安门内 二环内,598,万,98567,元/平米,1981年建/板楼,2室1厅1厨1卫,中楼层 (共6层),60.67㎡,南 北,简装,一梯三户,暂无数据,70年
1443,广安苑二期,西城 天宁寺 二至三环,915,万,99782,元/平米,2002年建/塔楼,2室1厅1厨1卫,中楼层 (共23层),91.7㎡,东南,其他,三梯十户,有,70年
1444,荣丰2008,西城 广安门 二至三环,468,万,147356,元/平米,2007年建/塔楼,2室1厅1厨2卫,中楼层 (共16层),31.76㎡,东,精装,三梯三十户,有,70年
1445,朝阳庵,西城 车公庄 二至三环,495,万,111487,元/平米,1991年建/板楼,1室1厅1厨1卫,低楼层 (共6层),44.4㎡,南,其他,一梯四户,无,70年
1446,马连道北里,西城 马连道 二至三环,520,万,95730,元/平米,1984年建/板楼,2室1厅1厨1卫,中楼层 (共6层),54.32㎡,南 北,其他,一梯三户,无,70年
1447,南礼士路三条北里,西城 月坛 二至三环,660,万,114783,元/平米,1985年建/板楼,2室1厅1厨1卫,顶层 (共6层),57.5㎡,南 北,毛坯,一梯两户,无,70年
1448,樱桃头条,西城 白纸坊 二环内,455,万,66834,元/平米,1996年建/板楼,2室1厅1厨1卫,地下室 (共7层),68.08㎡,南 北,简装,一梯两户,无,70年
1449,荣丰2008,西城 广安门 二至三环,369,万,145219,元/平米,2006年建/塔楼,1室0厅0厨1卫,中楼层 (共26层),25.41㎡,南,精装,三梯二十七户,有,70年
1450,裕中东里,西城 马甸 三至四环,890,万,147841,元/平米,1986年建/板楼,2室1厅1厨1卫,高楼层 (共6层),60.2㎡,南 北,其他,一梯两户,无,70年
1451,什坊街2号院,西城 六铺炕 二至三环,906,万,131878,元/平米,1999年建/塔楼,1室1厅1厨1卫,底层 (共21层),68.7㎡,东南,精装,两梯十户,有,70年
1452,新外大街10号院,西城 马甸 二至三环,855,万,127422,元/平米,1963年建/板楼,2室1厅1厨1卫,顶层 (共5层),67.1㎡,南 北,精装,一梯三户,无,70年
1453,南礼士路,西城 月坛 二至三环,779,万,111765,元/平米,1982年建/板楼,3室1厅1厨1卫,顶层 (共6层),69.7㎡,东 西,精装,一梯两户,无,70年
1454,虎坊路小区,西城 陶然亭 二环内,600,万,100604,元/平米,1980年建/板楼,2室1厅1厨1卫,顶层 (共6层),59.64㎡,东 西,简装,一梯六户,无,70年
1455,复兴门外大街,西城 木樨地 二至三环,770,万,153693,元/平米,1990年建/塔楼,1室1厅1厨1卫,低楼层 (共16层),50.1㎡,南,精装,两梯二十户,有,70年
1456,槐柏树街1号院,西城 长椿街 二环内,580,万,93278,元/平米,1956年建/板楼,2室1厅1厨1卫,低楼层 (共6层),62.18㎡,东,简装,一梯三户,暂无数据,70年
1457,清芷园,西城 右安门内 二环内,885,万,113201,元/平米,2000年建/板塔结合,2室1厅1厨1卫,中楼层 (共18层),78.18㎡,西北,精装,两梯七户,有,70年
1458,荣丰2008,西城 广安门 二至三环,484,万,159684,元/平米,2007年建/塔楼,1室1厅1厨1卫,高楼层 (共16层),30.31㎡,北,简装,三梯二十五户,有,70年
1459,锦上国际公寓,西城 长椿街 二环内,540,万,75105,元/平米,2007年建/塔楼,1室1厅1厨1卫,低楼层 (共16层),71.9㎡,北,简装,五梯二十五户,有,70年
1460,百万庄2号院,西城 阜成门 二至三环,650,万,92461,元/平米,1962年建/板楼,2室2厅1厨1卫,顶层 (共5层),70.3㎡,南 北,简装,一梯三户,暂无数据,70年
1461,远见名苑,西城 广安门 二至三环,570,万,104664,元/平米,2004年建/塔楼,1室1厅1厨1卫,低楼层 (共26层),54.46㎡,北,简装,三梯十四户,有,70年
1462,庄胜二期,西城 宣武门 二环内,640,万,145356,元/平米,2004年建/板塔结合,1室0厅1厨1卫,高楼层 (共12层),44.03㎡,南,精装,两梯五户,有,70年
1463,马连道中里,西城 马连道 二至三环,580,万,95474,元/平米,1997年建/板楼,2室1厅1厨1卫,中楼层 (共6层),60.75㎡,南 北,简装,一梯三户,无,70年
1464,西城晶华,西城 金融街 二环内,1528,万,157461,元/平米,2008年建/板塔结合,2室2厅1厨1卫,中楼层 (共11层),97.04㎡,东 南,精装,两梯八户,有,70年
1465,新外大街10号院,西城 马甸 二至三环,850,万,138889,元/平米,1994年建/板楼,2室1厅1厨1卫,顶层 (共6层),61.2㎡,南 北,精装,一梯两户,无,70年
1466,新街口西里二区,西城 新街口 二环内,728,万,120053,元/平米,2004年建/板楼,1室1厅1厨1卫,底层 (共7层),60.64㎡,南,其他,一梯五户,无,70年
1467,马连道北街,西城 马连道 二至三环,540,万,101562,元/平米,1987年建/板楼,2室1厅1厨1卫,高楼层 (共6层),53.17㎡,东北,毛坯,一梯五户,无,70年
1468,新安南里,西城 右安门内 二环内,650,万,110133,元/平米,1997年建/板楼,2室1厅1厨1卫,顶层 (共6层),59.02㎡,东 西,其他,一梯两户,暂无数据,70年
1469,平原里小区,西城 牛街 二环内,630,万,98162,元/平米,1999年建/板楼,2室1厅1厨1卫,低楼层 (共9层),64.18㎡,西南,简装,两梯两户,有,70年
1470,考拉社区,西城 菜户营 二至三环,510,万,89884,元/平米,2006年建/塔楼,1室1厅1厨1卫,高楼层 (共21层),56.74㎡,东北,精装,四梯十七户,有,70年
1471,双旗杆东里,西城 马甸 二至三环,850,万,128206,元/平米,1995年建/塔楼,2室1厅1厨1卫,高楼层 (共18层),66.3㎡,东南,精装,两梯十户,有,70年
1472,槐柏树街北里,西城 长椿街 二环内,720,万,128411,元/平米,1980年建/板楼,3室1厅1厨1卫,高楼层 (共6层),56.07㎡,南 北,简装,一梯三户,无,70年
1473,新外大街6号院,西城 马甸 二至三环,880,万,144976,元/平米,1987年建/板楼,2室1厅1厨1卫,高楼层 (共6层),60.7㎡,南 北,精装,一梯两户,无,70年
1474,荣丰2008,西城 广安门 二至三环,460,万,131579,元/平米,2005年建/塔楼,1室1厅1厨1卫,顶层 (共10层),34.96㎡,东南,简装,三梯三十七户,有,70年
1475,馨莲茗园,西城 马连道 二至三环,535,万,83230,元/平米,2003年建/板塔结合,1室1厅1厨1卫,低楼层 (共25层),64.28㎡,北,精装,四梯十二户,有,70年
